0,1.8,0.0
5,1.9,0.0
10,1.9,0.0
15,1.9,0.0
20,2.0,0.0
25,2.0,0.0
30,2.0,0.0
35,2.1,0.0
40,2.1,0.0
45,2.1,0.0
50,2.1,0.0
55,2.2,0.0
60,2.2,0.0
65,2.2,0.0
70,2.2,0.0
75,2.3,0.0
80,2.3,0.0
85,2.3,0.0
90,2.3,0.0
95,2.3,0.0
100,2.4,0.0
105,2.4,0.0
110,2.4,0.0
115,2.4,0.0
120,2.4,0.0
125,2.5,0.0
130,2.5,0.0
135,2.5,0.0
140,2.5,0.0
145,2.5,0.0
150,2.5,0.0
155,2.6,0.0
160,2.6,0.0
165,2.6,0.0
170,2.6,0.0
175,2.6,0.0
180,2.6,0.0
185,2.6,0.0
190,2.6,0.0
195,2.6,0.0
200,2.7,0.0
205,2.7,0.0
210,2.7,0.0
215,2.7,0.0
220,2.7,0.0
225,2.7,0.0
230,2.7,0.0
235,2.7,0.0
240,2.7,0.0
245,2.7,0.0
250,2.7,0.0
255,2.8,0.0
260,2.8,0.0
265,2.8,0.0
270,2.8,0.0
275,2.8,0.0
280,2.8,0.0
285,2.8,0.0
290,2.8,0.0
295,2.8,0.0
300,2.8,0.0
305,2.8,0.0
310,2.8,0.0
315,2.8,0.0
320,2.9,0.0
325,2.9,0.0
330,2.9,0.0
335,2.9,0.0
340,2.9,0.0
345,2.9,0.0
350,2.9,0.0
355,2.9,0.0
360,2.9,0.0
365,2.9,0.0
370,2.9,0.0
375,2.9,0.0
380,2.9,0.0
385,2.9,0.0
390,2.9,0.0
395,2.9,0.0
400,2.9,0.0
405,3.0,0.0
410,3.0,0.0
415,3.0,0.0
420,3.0,0.0
425,3.0,0.0
430,3.0,0.0
435,3.0,0.0
440,3.0,0.0
445,3.0,0.0
450,3.0,0.0
455,3.0,0.0
460,3.0,0.0
465,3.0,0.0
470,3.0,0.0
475,3.0,0.0
480,3.0,0.0
485,3.0,0.0
490,3.0,0.0
495,3.0,0.0
500,3.0,0.0
505,3.0,0.0
510,3.0,0.0
515,3.0,0.0
520,3.0,0.0
525,3.0,0.0
530,3.0,0.0
535,3.1,0.0
540,3.1,0.0
545,3.1,0.0
550,3.1,0.0
555,3.1,0.0
560,3.1,0.0
565,3.1,0.0
570,3.1,0.0
575,3.1,0.0
580,3.1,0.0
585,3.1,0.0
590,3.1,0.0
595,3.1,0.0
600,3.1,0.0
605,3.1,0.0
610,3.1,0.0
615,3.1,0.0
620,3.1,0.0
625,3.1,0.0
630,3.1,0.0
635,3.1,0.0
640,3.1,0.0
645,3.1,0.0
650,3.1,0.0
655,3.1,0.0
660,3.1,0.0
665,3.1,0.0
670,3.1,0.0
675,3.1,0.0
680,3.1,0.0
685,3.1,0.0
690,3.1,0.0
695,3.1,0.0
700,3.1,0.0
705,3.1,0.0
710,3.2,0.0
715,3.2,0.0
720,3.2,0.0
725,3.2,0.0
730,3.2,0.0
735,3.2,0.0
740,3.2,0.0
745,3.2,0.0
750,3.2,0.0
755,3.2,0.0
760,3.2,0.0
765,3.2,0.0
770,3.2,0.0
775,3.2,0.0
780,3.2,0.0
785,3.2,0.0
790,3.2,0.0
795,3.2,0.0
800,3.2,0.0
805,3.2,0.0
810,3.2,0.0
815,3.2,0.0
820,3.2,0.0
825,3.2,0.0
830,3.2,0.0
835,3.2,0.0
840,3.2,0.0
845,3.2,0.0
850,3.2,0.0
855,3.2,0.0
860,3.2,0.0
865,3.2,0.0
870,3.2,0.0
875,3.2,0.0
880,3.2,0.0
885,3.2,0.0
890,3.2,0.0
895,3.2,0.0
900,3.2,0.0
905,3.2,0.0
