0,1.4,0.0
5,1.4,0.0
10,1.4,3.5
15,1.5,3.5
20,1.5,0.0
25,1.4,0.0
30,1.4,0.0
35,1.4,0.0
40,1.4,4.9
45,1.4,4.9
50,1.5,0.0
55,1.4,0.0
60,1.4,0.0
65,1.4,4.1
70,1.4,4.1
75,1.5,0.0
80,1.4,0.0
85,1.4,0.0
90,1.4,0.0
95,1.4,4.4
100,1.4,4.4
105,1.4,0.0
110,1.4,0.0
115,1.4,0.0
120,1.4,0.0
125,1.4,4.6
130,1.4,4.6
135,1.4,0.0
140,1.4,0.0
145,1.4,0.0
150,1.4,3.2
155,1.4,3.6
160,1.4,0.0
165,1.4,0.0
170,1.4,0.0
175,1.3,0.0
180,1.4,4.6
185,1.4,0.0
190,1.4,0.0
195,1.4,0.0
200,1.3,0.0
205,1.3,3.6
210,1.4,3.6
215,1.4,0.0
220,1.4,0.0
225,1.3,0.0
230,1.3,0.0
235,1.4,4.1
240,1.4,4.1
245,1.4,0.0
250,1.4,0.0
255,1.3,0.0
260,1.3,4.7
265,1.4,4.7
270,1.4,0.0
275,1.3,0.0
280,1.3,0.0
285,1.3,0.0
290,1.3,4.5
295,1.3,4.5
300,1.4,0.0
305,1.3,0.0
310,1.3,0.0
315,1.3,0.0
320,1.3,3.4
325,1.3,3.4
330,1.3,0.0
335,1.3,0.0
340,1.3,0.0
345,1.3,4.5
350,1.3,4.5
355,1.3,0.0
360,1.3,0.0
365,1.3,0.0
370,1.3,0.0
375,1.3,0.0
380,1.3,3.7
385,1.3,0.0
390,1.3,0.0
395,1.3,0.0
400,1.3,0.0
405,1.3,2.7
410,1.3,4.1
415,1.3,0.0
420,1.3,0.0
425,1.3,0.0
430,1.3,3.8
435,1.3,3.8
440,1.3,0.0
445,1.3,0.0
450,1.3,0.0
455,1.3,2.7
460,1.3,4.8
465,1.3,4.8
470,1.3,0.0
475,1.3,0.0
480,1.3,0.0
485,1.3,4.5
490,1.3,4.5
495,1.3,0.0
500,1.3,0.0
505,1.3,0.0
510,1.3,1.8
515,1.3,3.2
520,1.3,0.0
525,1.3,0.0
530,1.3,0.0
535,1.3,0.0
540,1.3,3.6
545,1.3,3.6
550,1.3,0.0
555,1.3,0.0
560,1.3,0.0
565,1.3,0.0
570,1.3,4.7
575,1.3,4.7
580,1.3,0.0
585,1.3,0.0
590,1.3,0.0
595,1.3,5.0
600,1.3,0.0
605,1.3,0.0
610,1.3,0.0
615,1.3,0.0
620,1.3,4.5
625,1.3,4.5
630,1.3,0.0
635,1.3,0.0
640,1.3,0.0
645,1.3,3.5
650,1.3,5.0
655,1.3,0.0
660,1.3,0.0
665,1.3,0.0
670,1.3,4.0
675,1.3,0.0
680,1.3,0.0
685,1.3,0.0
690,1.3,0.0
695,1.3,4.6
700,1.3,4.6
705,1.3,0.0
710,1.3,0.0
715,1.3,0.0
720,1.3,0.0
725,1.3,5.1
730,1.3,0.0
735,1.3,0.0
740,1.3,0.0
745,1.2,0.0
750,1.3,4.3
755,1.3,0.0
760,1.3,0.0
765,1.3,0.0
770,1.3,0.0
775,1.3,3.9
780,1.3,3.9
785,1.3,0.0
790,1.3,0.0
795,1.3,0.0
800,1.2,4.2
805,1.3,4.2
810,1.3,0.0
815,1.3,0.0
820,1.3,0.0
825,1.2,0.0
830,1.3,4.1
835,1.3,0.0
840,1.3,0.0
845,1.3,0.0
850,1.3,4.2
855,1.3,4.2
860,1.3,0.0
865,1.3,0.0
870,1.3,0.0
875,1.3,0.0
880,1.2,4.3
885,1.3,4.8
890,1.3,4.8
895,1.3,0.0
900,1.3,0.0
905,1.3,0.0
